NomVille,MAJ,CodePostal,CodeINSEE,CodeRegion,Latitude,Longitude,Eloignement
 Montbrun-Bocage ,MONTBRUN BOCAGE  ,31310,31365,72,43.133333,1.266667,1.13
 Montbrun-Lauragais ,MONTBRUN LAURAGAIS  ,31450,31366,72,43.45,1.533333,1.17
 Montclar-de-Comminges ,MONTCLAR DE COMMINGES ,31220,31367,72,43.166667,1.016667,0.97
 Montclar-Lauragais ,MONTCLAR LAURAGAIS  ,31290,31368,72,43.366667,1.716667,1.7
 Mont-de-Galié ,MONT DE GALIE ,31510,31369,72,42.983333,0.65,1.55
 Montégut-Bourjac ,MONTEGUT BOURJAC  ,31430,31370,72,43.283333,0.983333,0.86
 Montégut-Lauragais ,MONTEGUT LAURAGAIS  ,31540,31371,72,43.483333,1.933333,2.34
 Montespan ,MONTESPAN   ,31260,31372,72,43.083333,0.866667,1.89
 Montesquieu-Guittaut ,MONTESQUIEU GUITTAUT  ,31230,31373,72,43.333333,0.766667,1.47
 Montesquieu-Lauragais ,MONTESQUIEU LAURAGAIS  ,31450,31374,72,43.416667,1.633333,1.51
 Montesquieu-Volvestre ,MONTESQUIEU VOLVESTRE  ,31310,31375,72,43.216667,1.233333,0.5
 Montgaillard-de-Salies ,MONTGAILLARD DE SALIES ,31260,31376,72,43.066667,0.933333,1.17
 Montgaillard-Lauragais ,MONTGAILLARD LAURAGAIS  ,31290,31377,72,43.433333,1.7,1.66
 Montgaillard-sur-Save ,MONTGAILLARD SUR SAVE ,31350,31378,72,43.25,0.733333,1.17
 Montgazin ,MONTGAZIN   ,31410,31379,72,43.3,1.283333,1.62
 Montgeard ,MONTGEARD   ,31560,31380,72,43.333333,1.616667,1.41
 Montgiscard ,MONTGISCARD   ,31450,31381,72,43.45,1.583333,1.32
 Montgras ,MONTGRAS   ,31370,31382,72,43.45,1.066667,0.77
 Montjoire ,MONTJOIRE   ,31380,31383,72,43.783333,1.533333,2.05
 Montmaurin ,MONTMAURIN   ,31350,31385,72,43.216667,0.633333,1.46
 Montoulieu-Saint-Bernard ,MONTOULIEU SAINT BERNARD ,31420,31386,72,43.233333,0.916667,0.63
 Montoussin ,MONTOUSSIN   ,31430,31387,72,43.266667,1.016667,0.74
 Montpitol ,MONTPITOL   ,31380,31388,72,43.7,1.633333,1.67
 Montrabé ,MONTRABE   ,31850,31389,72,43.65,1.516667,1.45
 Montréjeau ,MONTREJEAU   ,31210,31390,72,43.083333,0.583333,1.61
 Montsaunès ,MONTSAUNES   ,31260,31391,72,43.116667,0.933333,0.95
 Mourvilles-Basses ,MOURVILLES BASSES  ,31460,31392,72,43.483333,1.7,1.66
 Mourvilles-Hautes ,MOURVILLES HAUTES  ,31540,31393,72,43.416667,1.816667,2
 Moustajon ,MOUSTAJON   ,31110,31394,72,42.816667,0.6,2.3
 Muret ,MURET   ,31600,31395,72,43.466667,1.35,0.99
 Nailloux ,NAILLOUX   ,31560,31396,72,43.366667,1.633333,1.46
 Nénigan ,NENIGAN   ,31350,31397,72,43.35,0.7,1.39
 Nizan-Gesse ,NIZAN GESSE  ,31350,31398,72,43.233333,0.6,1.56
 Noé ,NOE   ,31410,31399,72,43.35,1.266667,0.39
 Nogaret ,NOGARET   ,31540,31400,72,43.5,1.933333,2.34
 Noueilles ,NOUEILLES   ,31450,31401,72,43.416667,1.533333,1.17
 Odars ,ODARS   ,31450,31402,72,43.516667,1.6,1.36
 Ondes ,ONDES   ,31330,31403,72,43.783333,1.3,2.05
 Oô ,OO   ,31110,31404,72,42.8,0.5,2.37
 Ore ,ORE   ,31510,31405,72,42.966667,0.65,1.62
 Palaminy ,PALAMINY   ,31220,31406,72,43.2,1.066667,0.57
 Paulhac ,PAULHAC   ,31380,31407,72,43.716667,1.566667,1.75
 Payssous ,PAYSSOUS   ,31510,31408,72,43.033333,0.716667,1.87
 Péchabou ,PECHABOU   ,31320,31409,72,43.5,1.5,1.2
 Pechbonnieu ,PECHBONNIEU   ,31140,31410,72,43.7,1.466667,1.67
 Pechbusque ,PECHBUSQUE   ,31320,31411,72,43.516667,1.466667,0.97
 Péguilhan ,PEGUILHAN   ,31350,31412,72,43.316667,0.7,1.27
 Pelleport ,PELLEPORT   ,31480,31413,72,43.733333,1.133333,1.82
 Peyrissas ,PEYRISSAS   ,31420,31414,72,43.283333,0.9,0.93
 Peyrouzet ,PEYROUZET   ,31420,31415,72,43.2,0.833333,1.27
 Pibrac ,PIBRAC   ,31820,31417,72,43.616667,1.3,1.3
 Pin-Balma ,PIN BALMA  ,31130,31418,72,43.633333,1.533333,1.37
 Le Pin-Murelet ,LE PIN MURELET ,31370,31419,72,43.4,1.016667,1.11
 Pinsaguel ,PINSAGUEL   ,31120,31420,72,43.516667,1.383333,0.85
 Plagne ,PLAGNE   ,31220,31422,72,43.15,1.05,0.89
 Plagnole ,PLAGNOLE   ,31370,31423,72,43.416667,1.066667,0.4
 Plaisance-du-Touch ,PLAISANCE DU TOUCH ,31830,31424,72,43.566667,1.3,1.07
 Le Plan ,LE PLAN  ,31220,31425,72,43.166667,1.116667,1.09
 Pointis-de-Rivière ,POINTIS DE RIVIERE ,31210,31426,72,43.083333,0.616667,1.51
 Pointis-Inard ,POINTIS INARD  ,31800,31427,72,43.083333,0.816667,1.42
 Pompertuzat ,POMPERTUZAT   ,31450,31429,72,43.5,1.516667,1.14
 Ponlat-Taillebourg ,PONLAT TAILLEBOURG  ,31210,31430,72,43.1,0.583333,1.61
 Portet-d'Aspet ,PORTET D ASPET ,31160,31431,72,42.933333,0.866667,1.77
 Portet-de-Luchon ,PORTET DE LUCHON ,31110,31432,72,42.8,0.5,2.37
 Portet-sur-Garonne ,PORTET SUR GARONNE ,31120,31433,72,43.516667,1.416667,0.85
 Poubeau ,POUBEAU   ,31110,31434,72,42.816667,0.5,2.3
 Poucharramet ,POUCHARRAMET   ,31370,31435,72,43.416667,1.183333,1.76
 Pouy-de-Touges ,POUY DE TOUGES ,31430,31436,72,43.35,1.033333,0.71
 Pouze ,POUZE   ,31450,31437,72,43.433333,1.533333,1.17
 Pradère-les-Bourguets ,PRADERE LES BOURGUETS ,31530,31438,72,43.65,1.166667,1.45
 Préserville ,PRESERVILLE   ,31570,31439,72,43.516667,1.616667,1.41
 Proupiary ,PROUPIARY   ,31360,31440,72,43.15,0.866667,0.97
 Prunet ,PRUNET   ,31460,31441,72,43.566667,1.733333,1.75
 Puydaniel ,PUYDANIEL   ,31190,31442,72,43.333333,1.433333,0.88
 Puymaurin ,PUYMAURIN   ,31230,31443,72,43.366667,0.766667,1.45
 Puysségur ,PUYSSEGUR   ,31480,31444,72,43.75,1.066667,1.9
 Ramonville-Saint-Agne ,RAMONVILLE SAINT AGNE ,31520,31446,72,43.55,1.466667,1
 Razecueillé ,RAZECUEILLE   ,31160,31447,72,42.966667,0.8,1.62
 Rebigue ,REBIGUE   ,31320,31448,72,43.483333,1.483333,1.15
 Régades ,REGADES   ,31800,31449,72,43.05,0.716667,1.31
 Renneville ,RENNEVILLE   ,31290,31450,72,43.383333,1.716667,1.7
 Revel ,REVEL   ,31250,31451,72,43.466667,2,2.53
 Rieucazé ,RIEUCAZE   ,31800,31452,72,43.083333,0.75,1.12
 Rieumajou ,RIEUMAJOU   ,31290,31453,72,43.416667,1.783333,1.9
 Rieumes ,RIEUMES   ,31370,31454,72,43.416667,1.116667,0.63
 Rieux ,RIEUX   ,31310,31455,72,43.25,1.2,0.83
 Riolas ,RIOLAS   ,31230,31456,72,43.35,0.916667,0.99
 Roquefort-sur-Garonne ,ROQUEFORT SUR GARONNE ,31360,31457,72,43.166667,0.966667,1.42
 Roques ,ROQUES   ,31120,31458,72,43.508333,1.375,-1
 Roquesérière ,ROQUESERIERE   ,31380,31459,72,43.733333,1.633333,1.82
 Roquettes ,ROQUETTES   ,31120,31460,72,43.5,1.35,1.59
 Rouède ,ROUEDE   ,31160,31461,72,43.05,0.9,1.31
 Rouffiac-Tolosan ,ROUFFIAC TOLOSAN  ,31180,31462,72,43.666667,1.516667,1.52
 Roumens ,ROUMENS   ,31540,31463,72,43.466667,1.933333,2.34
 Sabonnères ,SABONNERES   ,31370,31464,72,43.466667,1.066667,1.05
 Saccourvielle ,SACCOURVIELLE   ,31110,31465,72,42.816667,0.566667,2.3
 Saiguède ,SAIGUEDE   ,31470,31466,72,43.533333,1.15,0.92
 Saint-Alban ,SAINT ALBAN  ,31140,31467,72,43.7,1.416667,1.79
 Saint-Araille ,SAINT ARAILLE  ,31430,31469,72,43.35,0.983333,1.02
 Saint-Aventin ,SAINT AVENTIN  ,31110,31470,72,42.816667,0.55,2.3
 Saint-Béat ,SAINT BEAT  ,31440,31471,72,42.916667,0.7,1.85
 Saint-Bertrand-de-Comminges ,SAINT BERTRAND DE COMMINGES,31510,31472,72,43.016667,0.583333,1.61
 Saint-Cézert ,SAINT CEZERT  ,31330,31473,72,43.783333,1.216667,2.05
 Saint-Christaud ,SAINT CHRISTAUD  ,31310,31474,72,43.183333,1.133333,1.6
 Saint-Clar-de-Rivière ,SAINT CLAR DE RIVIERE,31600,31475,72,43.466667,1.216667,1.65
 Saint-Élix-le-Château ,SAINT ELIX LE CHATEAU,31430,31476,72,43.266667,1.133333,1.94
 Saint-Élix-Séglan ,SAINT ELIX SEGLAN ,31420,31477,72,43.2,0.866667,0.79
 Saint-Félix-Lauragais ,SAINT FELIX LAURAGAIS ,31540,31478,72,43.45,1.9,2.24
 Saint-Ferréol ,SAINT FERREOL  ,31350,31479,72,43.333333,0.733333,1.38
 Sainte-Foy-d'Aigrefeuille ,SAINTE FOY D AIGREFEUILLE,31570,31480,72,43.55,1.616667,1.41
 Sainte-Foy-de-Peyrolières ,SAINTE FOY DE PEYROLIERES,31470,31481,72,43.5,1.15,0.78
 Saint-Frajou ,SAINT FRAJOU  ,31230,31482,72,43.333333,0.85,0.83
 Saint-Gaudens ,SAINT GAUDENS  ,31800,31483,72,43.116667,0.733333,1.17
 Saint-Geniès-Bellevue ,SAINT GENIES BELLEVUE ,31180,31484,72,43.683333,1.483333,1.6
 Saint-Germier ,SAINT GERMIER  ,31290,31485,72,43.475,1.733333,-1
 Saint-Hilaire ,SAINT HILAIRE  ,31410,31486,72,43.416667,1.266667,1.56
 Saint-Ignan ,SAINT IGNAN  ,31800,31487,72,43.15,0.7,1.27
 Saint-Jean ,SAINT JEAN  ,31240,31488,72,43.666667,1.5,1.52
 Saint-Jean-Lherm ,SAINT JEAN LHERM ,31380,31489,72,43.7,1.616667,1.67
 Saint-Jory ,SAINT JORY  ,31790,31490,72,43.733333,1.383333,1.82
 Saint-Julia ,SAINT JULIA  ,31540,31491,72,43.483333,1.9,2.24
 Saint-Julien ,SAINT JULIEN  ,31220,31492,72,43.233333,1.166667,1.85
 Saint-Laurent ,SAINT LAURENT  ,31230,31494,72,43.316667,0.8,1.08
 Saint-Léon ,SAINT LEON  ,31560,31495,72,43.4,1.566667,2.11
 Sainte-Livrade ,SAINTE LIVRADE  ,31530,31496,72,43.65,1.1,1.76
 Saint-Loup-Cammas ,SAINT LOUP CAMMAS ,31140,31497,72,43.7,1.483333,1.67
 Saint-Loup-en-Comminges ,SAINT LOUP EN COMMINGES,31350,31498,72,43.25,0.566667,1.72
 Saint-Lys ,SAINT LYS  ,31470,31499,72,43.516667,1.2,0.89
 Saint-Mamet ,SAINT MAMET  ,31110,31500,72,42.783333,0.6,2.45
 Saint-Marcel-Paulel ,SAINT MARCEL PAULEL ,31590,31501,72,43.666667,1.6,1.52
 Saint-Marcet ,SAINT MARCET  ,31800,31502,72,43.2,0.75,1.35
 Saint-Martory ,SAINT MARTORY  ,31360,31503,72,43.15,0.933333,0.8
 Saint-Michel ,SAINT MICHEL  ,31220,31505,72,43.166667,1.083333,-1
 Saint-Orens-de-Gameville ,SAINT ORENS DE GAMEVILLE,31650,31506,72,43.55,1.533333,1.5
 Saint-Paul-d'Oueil ,SAINT PAUL D OUEIL,31110,31508,72,42.833333,0.55,2.22
 Saint-Pé-d'Ardet ,SAINT PE D ARDET,31510,31509,72,42.983333,0.666667,1.55
 Saint-Pé-Delbosc ,SAINT PE DELBOSC ,31350,31510,72,43.266667,0.683333,1.31
 Saint-Pierre-de-Lages ,SAINT PIERRE DE LAGES,31570,31512,72,43.566667,1.616667,1.41
 Saint-Plancard ,SAINT PLANCARD  ,31580,31513,72,43.166667,0.566667,1.66
 Saint-Rustice ,SAINT RUSTICE  ,31620,31515,72,43.8,1.316667,2.12
 Saint-Sulpice-sur-Lèze ,SAINT SULPICE SUR LEZE,31410,31517,72,43.333333,1.333333,1.74
 Saint-Thomas ,SAINT THOMAS  ,31470,31518,72,43.516667,1.083333,1.26
 Sajas ,SAJAS   ,31370,31520,72,43.366667,1.016667,1.31
 Saleich ,SALEICH   ,31260,31521,72,43.016667,0.966667,1.4
 Salerm ,SALERM   ,31230,31522,72,43.3,0.833333,0.94
 Salies-du-Salat ,SALIES DU SALAT ,31260,31523,72,43.116667,0.95,0.95
 Salles-et-Pratviel ,SALLES ET PRATVIEL ,31110,31524,72,42.833333,0.6,2.22
 Salles-sur-Garonne ,SALLES SUR GARONNE ,31390,31525,72,43.266667,1.183333,1.04
 La Salvetat-Lauragais ,LA SALVETAT LAURAGAIS ,31460,31527,72,43.533333,1.8,1.95
 Saman ,SAMAN   ,31350,31528,72,43.233333,0.716667,1.22
 Samouillan ,SAMOUILLAN   ,31420,31529,72,43.266667,0.95,1.21
 Sana ,SANA   ,31220,31530,72,43.233333,1.016667,0.95
 Sarrecave ,SARRECAVE   ,31350,31531,72,43.216667,0.583333,1.62
 Sarremezan ,SARREMEZAN   ,31350,31532,72,43.2,0.666667,1.36
 Saubens ,SAUBENS   ,31600,31533,72,43.483333,1.333333,0.74
 Saussens ,SAUSSENS   ,31460,31534,72,43.583333,1.716667,1.7
 Saux-et-Pomarède ,SAUX ET POMAREDE ,31800,31536,72,43.15,0.716667,1.22
 Savarthès ,SAVARTHES   ,31800,31537,72,43.116667,0.8,0.98
 Savères ,SAVERES   ,31370,31538,72,43.366667,1.116667,0.92
 Sédeilhac ,SEDEILHAC   ,31580,31539,72,43.15,0.566667,1.66
 Segreville ,SEGREVILLE   ,31460,31540,72,43.5,1.733333,1.75
 Seilh ,SEILH   ,31840,31541,72,43.7,1.35,1.67
 Seilhan ,SEILHAN   ,31510,31542,72,43.05,0.566667,1.82
 Sénarens ,SENARENS   ,31430,31543,72,43.35,0.966667,1.24
 Sengouagnet ,SENGOUAGNET   ,31160,31544,72,42.983333,0.783333,1.55
 Sepx ,SEPX   ,31360,31545,72,43.15,0.85,1.36
 Seyre ,SEYRE   ,31560,31546,72,43.366667,1.666667,1.56
 Seysses ,SEYSSES   ,31600,31547,72,43.5,1.316667,0.78
 Signac ,SIGNAC   ,31440,31548,72,42.9,0.633333,1.92
 Sode ,SODE   ,31110,31549,72,42.816667,0.616667,2.3
 Soueich ,SOUEICH   ,31160,31550,72,43.05,0.783333,1.25
 Tarabel ,TARABEL   ,31570,31551,72,43.516667,1.666667,1.56
 Terrebasse ,TERREBASSE   ,31420,31552,72,43.25,0.966667,1.39
 Thil ,THIL   ,31530,31553,72,43.716667,1.166667,1.75
 Touille ,TOUILLE   ,31260,31554,72,43.083333,0.966667,1.1
 Toulouse ,TOULOUSE   ,31500,31555,72,43.6,1.433333,1.22
 Tournefeuille ,TOURNEFEUILLE   ,31170,31557,72,43.583333,1.35,1.15
 Toutens ,TOUTENS   ,31460,31558,72,43.483333,1.75,1.8
 Trébons-de-Luchon ,TREBONS DE LUCHON ,31110,31559,72,42.8,0.566667,2.37
 Trébons-sur-la-Grasse ,TREBONS SUR LA GRASSE,31290,31560,72,43.45,1.733333,1.75
 L'Union ,L UNION  ,31240,31561,72,43.666667,1.483333,1.52
 Urau ,URAU   ,31260,31562,72,43.016667,0.95,1.4
 Vacquiers ,VACQUIERS   ,31340,31563,72,43.766667,1.483333,2.07
 Valcabrère ,VALCABRERE   ,31510,31564,72,43.033333,0.566667,1.66
 Valentine ,VALENTINE   ,31800,31565,72,43.1,0.716667,1.22
 Vallègue ,VALLEGUE   ,31290,31566,72,43.416667,1.75,1.8
 Vallesvilles ,VALLESVILLES   ,31570,31567,72,43.6,1.633333,1.46
 Vaudreuille ,VAUDREUILLE   ,31250,31569,72,43.416667,1.983333,2.48
 Vaux ,VAUX   ,31540,31570,72,43.45,1.833333,2.05
 Vendine ,VENDINE   ,31460,31571,72,43.583333,1.766667,1.85
 Venerque ,VENERQUE   ,31810,31572,72,43.433333,1.45,1
 Vieille-Toulouse ,VIEILLE TOULOUSE  ,31320,31575,72,43.516667,1.45,1.15
 Vieillevigne ,VIEILLEVIGNE   ,31290,31576,72,43.4,1.65,1.51
 Vignaux ,VIGNAUX   ,31480,31577,72,43.683333,1.066667,1.6
 Vigoulet-Auzil ,VIGOULET AUZIL  ,31320,31578,72,43.5,1.466667,0.97
 Villariès ,VILLARIES   ,31380,31579,72,43.716667,1.5,1.79
 Villaudric ,VILLAUDRIC   ,31620,31581,72,43.833333,1.433333,2.27
 Villefranche-de-Lauragais ,VILLEFRANCHE DE LAURAGAIS ,31290,31582,72,43.4,1.733333,1.75
 Villematier ,VILLEMATIER   ,31340,31583,72,43.833333,1.5,2.27
 Villemur-sur-Tarn ,VILLEMUR SUR TARN ,31340,31584,72,43.866667,1.516667,2.42
 Villeneuve-de-Rivière ,VILLENEUVE DE RIVIERE ,31800,31585,72,43.133333,0.666667,1.36
 Villeneuve-Lécussan ,VILLENEUVE LECUSSAN  ,31580,31586,72,43.15,0.516667,1.8
 Villeneuve-lès-Bouloc ,VILLENEUVE LES BOULOC ,31620,31587,72,43.766667,1.416667,1.97
 Villeneuve-Tolosane ,VILLENEUVE TOLOSANE  ,31270,31588,72,43.516667,1.333333,0.85
 Villenouvelle ,VILLENOUVELLE   ,31290,31589,72,43.433333,1.65,1.51
 Binos ,BINOS   ,31440,31590,72,42.9,0.616667,1.92
Grenade,GRENADE,31330,31232,0,43.772222,1.293611,
Lévignac,LEVIGNAC,31530,31297,0,43.666944,1.195277,
